idx,Agro-forestry areas,Broad-leaved forest,Complex cultivation patterns,Coniferous forest,Discontinuous urban fabric,Land principally occupied by agriculture with significant areas of natural vegetation,Mixed forest,Non-irrigated arable land,Pastures,Peatbogs,Sea and ocean,Transitional woodland/shrub,Water bodies
456594,0,0,0,0,0,0,0,0,0,0,1,0,0
582401,0,0,0,1,0,1,1,1,0,0,0,0,0
287675,0,0,0,0,0,0,0,0,0,0,0,1,0
36633,0,0,0,0,0,0,0,0,1,0,0,0,0
527952,0,0,0,0,0,0,0,0,0,0,1,0,0
469116,0,0,0,0,0,0,0,0,0,0,1,0,0
476561,0,0,0,0,0,1,0,1,0,0,0,0,0
69733,0,0,0,0,0,1,1,1,0,0,0,0,1
555958,0,1,1,0,0,1,0,0,0,0,0,1,0
588431,0,1,0,1,0,0,1,0,0,0,0,1,1
241202,0,1,0,1,0,0,1,0,0,0,0,0,1
530004,0,0,0,0,0,0,0,0,0,0,1,0,0
148751,0,0,1,0,0,0,0,1,0,0,0,0,0
427340,0,0,0,0,0,0,1,0,0,0,0,0,1
554193,0,0,0,0,0,1,0,0,0,0,0,1,0
70567,0,0,0,1,0,0,1,0,0,0,0,0,0
588806,0,0,0,1,0,1,1,0,0,0,0,0,1
391458,0,0,0,0,0,0,0,0,0,0,1,0,0
556840,0,0,0,0,0,0,0,0,0,0,1,0,0
15,0,0,0,0,0,0,0,0,0,0,1,0,0
558914,0,0,0,0,0,0,0,0,0,0,1,0,0
606309,0,1,1,0,0,0,0,0,1,1,0,0,0
670907,0,0,0,1,0,0,0,0,0,1,0,1,0
224208,0,0,0,1,0,0,0,0,0,0,0,0,0
305866,0,0,0,0,1,1,0,1,0,0,0,0,0
642977,0,1,0,1,0,0,1,0,0,1,0,1,0
236575,0,0,0,1,0,0,0,0,0,1,0,1,0
569399,0,0,0,0,0,0,1,0,0,0,0,1,0
165911,0,0,0,1,0,0,1,0,0,0,0,0,1
320383,0,0,0,1,0,1,1,1,0,0,0,0,0
470582,0,1,0,0,0,1,0,0,0,0,0,1,0
628177,1,1,0,0,0,1,0,0,0,0,0,1,0
450415,0,0,0,0,0,0,0,0,1,0,0,0,0
16101,0,0,0,0,0,0,0,1,1,0,0,0,0
199334,0,0,0,0,0,0,0,0,0,0,1,0,0
157960,0,0,0,1,0,1,1,0,0,0,0,0,1
523473,0,1,0,0,0,0,0,0,1,0,0,1,0
248195,0,0,0,0,0,1,0,0,0,0,0,0,1
670583,1,0,0,0,0,0,0,0,0,0,0,0,0
243422,0,0,0,1,0,0,1,0,0,0,0,1,0
668721,1,1,0,0,0,0,0,1,0,0,0,0,0
45719,0,0,1,0,1,0,0,1,0,0,0,0,0
493428,0,1,1,0,0,0,0,1,0,0,0,0,0
431416,0,0,0,1,0,0,1,0,0,0,0,1,0
353219,0,0,0,0,0,1,1,1,1,0,0,1,0
73015,0,0,0,1,0,0,0,0,0,0,0,1,1
559503,0,0,0,1,0,1,1,0,0,0,0,1,0
383150,0,1,0,0,0,0,0,1,1,0,0,0,0
22554,0,0,0,1,0,0,0,0,0,0,0,0,0
139789,0,1,0,0,0,0,0,0,0,0,0,1,0
356704,0,0,0,0,0,0,0,0,0,0,0,0,1
537370,0,0,0,1,0,0,1,0,0,0,0,0,1
331797,0,1,1,0,1,1,0,1,0,0,0,0,0
54545,0,0,0,0,0,0,0,0,0,0,1,0,0
667043,1,0,0,0,0,0,1,0,1,0,0,0,0
593413,0,0,0,1,0,0,0,0,0,1,0,1,0
270099,0,0,1,0,0,0,1,1,0,0,0,0,0
195324,0,0,0,1,1,1,1,0,0,0,0,0,0
67672,0,1,0,0,0,1,0,0,0,0,0,1,0
70777,0,0,0,1,0,0,1,0,0,1,0,0,0
394597,0,0,1,0,0,0,0,0,1,0,0,0,0
504260,0,0,1,0,0,0,0,1,1,0,0,0,0
156704,0,0,0,1,0,1,1,0,0,0,0,0,1
575276,0,0,0,1,0,0,1,0,0,0,0,1,0
213449,0,1,1,0,0,1,0,1,0,0,0,0,0
347946,0,0,0,1,0,1,1,1,0,0,0,1,1
510673,0,0,1,0,0,0,0,1,0,0,0,0,0
286412,0,0,0,1,0,0,1,1,0,0,0,0,0
318586,0,0,0,1,0,0,1,0,0,0,0,1,0
636119,1,1,0,0,0,1,0,1,0,0,0,1,0
650799,1,0,0,0,0,0,0,1,0,0,0,1,0
590371,0,0,0,0,0,0,0,0,0,1,0,0,1
270822,0,1,1,0,0,1,1,0,1,0,0,0,0
25557,0,0,0,1,1,0,1,0,0,0,0,0,0
591479,0,0,0,0,0,1,1,1,0,1,0,0,0
601823,0,0,0,1,0,0,0,0,0,1,0,1,0
231085,0,0,0,1,0,0,0,0,0,0,0,1,1
587060,0,0,0,0,0,1,1,0,0,0,0,0,1
79653,0,0,0,0,0,0,0,1,0,0,0,1,0
553191,1,1,0,1,0,0,0,0,0,0,0,1,0
301791,0,1,0,0,0,1,0,0,0,0,0,1,0
604913,1,1,0,0,0,0,0,0,0,0,0,1,0
564198,0,0,0,1,0,0,1,0,0,0,0,1,0
320457,0,0,0,1,1,1,1,1,0,0,0,0,0
403764,0,0,0,0,0,0,0,1,0,0,0,0,0
13753,0,0,0,0,0,0,0,1,1,0,0,0,0
589679,0,0,0,1,0,1,1,0,0,0,0,1,0
384520,0,0,0,0,0,0,1,0,0,0,1,0,0
531780,0,0,0,1,0,0,1,0,0,0,0,0,0
83568,0,0,0,0,0,0,0,1,0,0,0,0,0
29461,0,0,0,0,0,0,0,0,0,0,0,0,0
53456,0,1,0,0,0,0,0,1,1,0,0,1,0
167973,0,0,1,0,1,0,1,0,1,0,0,0,0
604395,0,0,0,0,0,0,0,1,1,1,0,1,0
38801,0,0,0,0,0,1,0,0,1,0,0,0,0
141463,0,0,1,0,1,0,0,1,0,0,0,0,0
377659,0,1,1,0,1,1,0,1,1,0,0,0,0
653285,0,0,0,1,0,0,0,0,0,1,0,1,0
622137,1,1,0,0,0,0,0,1,0,0,0,0,0
486865,0,1,0,0,0,0,1,1,0,0,0,0,0
471453,0,0,0,0,0,0,0,0,0,0,1,0,0
382947,0,0,0,1,0,1,1,0,0,0,0,0,0
486733,0,0,0,1,1,1,0,0,1,0,0,0,0
615243,1,0,0,0,0,0,0,0,0,0,0,0,0
332602,0,1,1,0,1,1,0,0,0,0,0,0,0
124568,0,0,1,0,0,0,0,0,0,0,0,0,0
645605,1,0,0,0,0,0,0,0,1,0,0,0,0
148382,0,0,1,0,0,0,0,0,0,0,0,0,0
403078,0,0,0,0,0,0,0,1,0,0,0,0,0
192243,0,1,1,1,0,0,1,1,0,0,0,0,0
579586,0,0,0,1,0,0,1,0,0,0,0,0,0
94787,0,0,0,0,0,0,0,0,0,0,1,0,0
617831,1,1,0,1,0,0,0,0,0,0,0,0,1
28840,0,1,0,0,0,0,1,0,1,0,0,1,0
645627,0,0,0,1,0,0,0,0,0,1,0,1,0
202474,0,0,0,0,0,0,0,0,0,0,1,0,0
369727,0,1,1,0,0,1,0,1,0,0,0,0,1
381247,0,1,0,1,0,0,0,0,1,1,0,0,0
310133,0,0,0,0,0,0,0,0,0,0,1,0,0
154996,0,0,0,0,0,1,0,0,0,0,0,1,0
671753,0,0,0,1,0,0,1,0,0,1,0,1,0
323395,0,1,0,0,0,0,0,0,1,0,0,1,0
463044,1,0,1,0,0,0,0,1,0,0,0,0,0
42820,0,0,0,0,0,0,0,1,1,0,0,1,0
259971,0,0,0,1,0,0,0,0,0,1,0,0,0
432208,0,0,0,1,0,0,1,1,0,0,0,1,1
357450,0,1,0,0,0,1,1,0,0,0,0,0,1
304402,0,0,0,0,0,0,0,0,0,0,1,0,0
593761,0,0,0,1,0,0,1,0,0,1,0,1,0
54087,1,0,0,0,0,0,0,1,0,0,0,0,0
116045,0,0,0,1,0,0,0,0,0,0,0,0,1
100859,0,1,0,0,0,0,0,1,0,0,0,1,0
529995,0,0,0,0,0,0,0,0,0,0,1,0,0
25267,0,0,0,1,0,0,1,0,0,0,0,1,0
423383,0,0,1,0,1,1,0,1,0,0,0,1,0
298019,0,1,1,0,0,1,0,1,0,0,0,0,0
673065,0,0,0,1,0,0,1,0,0,1,0,1,0
562700,0,0,0,1,0,1,1,1,0,0,0,1,0
651135,1,0,0,0,0,0,0,1,1,0,0,0,0
607065,0,0,0,1,0,0,1,0,0,1,0,0,0
634539,1,1,0,0,0,0,1,0,0,0,0,0,0
315068,0,0,0,1,0,0,1,0,0,1,0,0,0
631087,1,1,0,0,0,0,0,0,0,0,0,0,0
478874,0,0,0,1,0,0,1,0,0,1,0,1,0
111774,0,0,0,1,0,0,1,0,0,0,0,0,1
636467,1,1,0,0,0,0,0,1,0,0,0,0,0
429744,0,0,0,1,0,0,1,0,0,0,0,0,1
359342,0,0,0,1,0,0,1,0,0,0,0,0,0
161570,0,0,0,1,0,0,0,0,0,0,0,1,0
421516,0,1,1,0,0,1,0,1,0,0,0,0,0
115398,0,0,0,1,0,0,1,0,0,0,0,1,0
227700,0,1,0,1,0,0,1,1,0,0,0,1,0
533559,0,0,0,1,0,0,1,0,0,0,0,1,1
164099,0,0,0,1,0,0,0,0,0,0,0,0,1
166016,0,0,0,1,0,0,0,0,0,0,0,1,0
271652,0,0,1,0,1,1,0,0,1,0,0,0,0
321115,0,0,0,1,0,0,1,1,0,0,0,1,0
167751,0,0,1,0,1,1,0,1,1,0,0,0,0
528751,0,0,0,1,0,0,0,0,0,1,0,0,0
464115,1,0,1,0,0,0,0,0,1,0,0,0,0
108266,0,0,0,0,0,0,1,0,0,0,0,0,1
479750,0,0,0,0,0,1,1,0,0,0,0,1,1
343245,0,0,0,1,0,1,1,1,0,0,0,0,0
145621,0,1,0,0,0,1,0,0,0,0,0,1,0
639289,0,0,0,1,0,0,1,0,0,1,0,1,0
89952,1,1,0,0,0,0,0,1,1,0,0,1,0
381868,0,0,1,0,1,0,0,1,1,0,0,0,0
591527,1,0,0,0,0,0,0,1,1,0,0,1,0
228315,0,0,0,1,0,0,0,0,0,1,0,0,1
307530,0,0,0,0,0,0,0,0,0,0,0,0,1
390428,0,0,0,0,0,0,0,0,0,0,1,0,0
30603,0,0,1,0,0,0,0,0,0,0,0,1,0
280426,0,0,0,0,0,0,0,0,0,0,1,0,0
187603,0,1,1,1,0,1,1,1,1,0,0,0,0
309455,0,0,0,0,1,1,0,1,0,0,0,0,0
380324,0,0,0,1,0,0,1,0,1,0,0,0,0
216819,0,0,1,1,0,0,1,0,0,0,0,1,0
18065,0,0,0,0,0,0,0,0,1,1,0,1,0
416080,0,1,0,0,1,1,0,0,0,0,0,0,0
536686,0,0,0,1,0,0,1,1,0,0,0,1,1
206160,0,0,0,0,0,0,0,1,0,0,0,0,0
409071,0,0,1,0,0,1,1,0,1,0,0,0,0
536168,0,0,0,1,0,0,1,0,0,0,0,1,1
89731,1,0,0,0,0,0,0,0,1,0,0,0,0
383937,0,0,0,0,0,0,0,0,0,0,1,0,0
622375,0,0,0,1,0,0,0,0,0,1,0,1,1
124983,1,1,0,1,0,0,0,0,1,0,0,1,0
185696,0,1,1,0,0,0,0,0,0,0,0,0,0
610769,0,1,1,0,0,0,0,1,0,1,0,1,0
331394,0,1,1,0,0,1,0,0,0,0,0,0,0
191849,0,1,0,0,0,0,1,1,1,0,0,1,0
630987,1,1,0,0,0,0,0,0,0,0,0,0,1
327426,0,1,1,0,1,1,0,0,0,0,0,1,0
600619,0,0,0,1,0,0,0,0,0,1,0,1,0
225110,0,1,0,0,0,0,0,1,0,0,0,0,0
302462,0,1,1,0,1,0,0,1,1,0,0,1,0
42151,0,0,0,0,0,0,0,0,0,0,1,0,0
596141,0,0,0,1,0,0,1,0,0,1,0,1,0
287401,0,1,1,1,0,1,0,0,0,0,0,1,0
605383,1,0,0,0,0,0,0,1,1,0,0,0,1
88133,1,1,0,0,0,0,0,0,0,0,0,1,0
371754,0,1,0,0,0,0,1,1,1,0,0,1,0
578900,0,0,0,1,0,0,1,0,0,0,1,0,0
642445,1,1,1,1,0,0,1,0,0,0,0,0,1
606419,0,0,0,1,0,0,1,0,0,1,0,0,0
141381,0,1,1,0,0,0,0,0,0,0,0,0,0
227750,0,0,1,0,1,0,0,1,0,0,0,0,0
5532,0,0,0,0,0,1,0,1,1,0,0,0,0
398627,0,0,0,0,1,0,0,0,1,0,0,0,1
605433,1,1,1,0,0,0,1,0,0,0,0,0,0
473050,0,1,0,0,0,1,0,0,0,0,0,1,0
321810,0,1,0,0,0,0,0,0,0,0,0,1,0
120704,0,1,0,0,0,1,1,0,0,0,0,0,1
314016,0,0,0,1,0,0,1,0,0,0,0,1,0
29638,0,1,0,0,0,0,1,0,0,0,0,1,0
380565,0,0,0,0,1,0,1,0,1,0,0,0,0
229569,0,0,0,1,0,0,0,0,0,1,0,1,0
498828,0,0,0,0,0,0,0,1,1,0,0,0,0
328915,0,1,0,1,0,0,1,0,0,0,0,0,0
609545,0,0,0,1,0,0,0,0,0,1,0,1,0
49989,1,0,0,1,0,0,0,0,0,0,0,1,0
56656,0,1,0,0,0,0,1,0,1,0,0,1,0
445233,0,0,0,1,0,0,0,0,0,0,0,1,0
545838,0,0,0,0,0,0,0,0,0,0,0,0,0
313104,0,0,0,0,0,0,0,0,0,0,1,0,0
331396,0,1,0,0,0,1,0,0,0,0,0,1,0
606361,0,0,0,1,0,0,0,0,0,1,0,1,0
198500,0,0,0,0,0,0,0,0,0,0,1,0,0
60495,0,0,0,0,0,1,0,1,1,0,0,0,1
406118,0,0,0,0,1,0,0,1,0,0,0,0,0
299845,0,1,0,0,0,1,0,0,0,0,0,0,0
40626,0,0,0,0,0,0,0,0,0,0,1,0,0
558720,0,0,0,1,0,0,1,0,0,1,0,1,0
412635,0,0,1,0,1,0,0,1,0,0,0,0,0
48775,0,1,0,0,0,0,0,0,1,0,0,0,0
334863,0,0,1,0,0,0,0,0,0,0,0,0,0
653947,1,1,0,0,0,0,1,0,0,0,0,0,0
370666,0,0,0,1,1,0,1,1,1,0,0,1,0
664895,1,0,0,0,0,0,0,0,0,0,0,0,0
598465,0,0,0,0,0,0,0,0,1,1,0,0,0
660791,1,0,0,0,0,0,0,1,0,0,0,0,0
292686,0,1,0,0,0,0,0,0,0,0,0,1,0
549060,0,1,1,0,0,0,0,0,0,0,0,1,0
650797,1,0,0,0,0,1,0,0,0,0,0,1,0
425204,0,0,0,1,0,0,1,1,0,0,0,1,0
612425,0,0,0,1,0,0,1,0,0,1,0,0,0
625797,0,0,0,1,0,0,0,0,0,1,0,1,0
55216,1,0,0,0,0,0,0,1,0,0,0,0,1
512100,0,0,1,0,0,1,0,1,0,0,0,0,0
670747,0,1,0,1,0,1,1,0,0,1,0,0,0
630659,0,0,0,0,0,0,0,0,0,1,0,0,0
361254,0,1,1,0,0,0,0,1,0,0,0,0,0
480394,0,0,0,1,0,0,1,0,0,0,0,1,0
225968,0,0,1,1,1,0,0,1,0,0,0,0,0
142095,0,1,0,0,0,1,0,0,0,0,0,1,0
53470,0,0,0,0,0,0,0,1,0,0,0,0,0
3102,0,0,0,0,1,0,1,0,1,0,0,0,0
153466,0,1,0,1,0,1,0,0,0,0,0,1,0
623261,0,0,0,1,0,0,0,0,0,1,0,1,0
515403,0,1,0,0,0,0,0,0,0,0,0,0,0
193635,0,0,0,1,0,0,1,1,0,0,0,0,0
115265,0,0,0,1,0,0,0,0,0,0,0,0,1
13852,0,0,0,1,0,1,0,0,1,0,0,0,0
497095,0,0,0,0,0,0,0,1,1,0,0,0,0
568823,0,0,0,1,0,1,0,1,0,0,0,1,1
90984,0,0,0,0,0,0,0,1,0,0,0,0,0
23175,0,0,0,1,0,0,0,0,0,0,0,1,0
6726,0,0,0,0,0,0,0,0,0,0,1,0,0
217745,0,1,1,1,0,1,1,0,1,0,0,0,0
94996,0,1,0,0,0,1,0,1,0,0,0,1,0
100855,0,0,0,0,0,0,0,1,0,0,0,0,0
145312,0,1,1,0,0,1,0,1,0,0,0,0,0
430528,0,0,0,1,0,0,0,1,0,0,0,0,1
317257,0,0,0,1,0,0,0,0,0,0,0,1,0
643351,0,0,0,1,0,1,1,0,0,1,0,1,0
650761,0,0,0,0,0,0,1,0,0,1,0,1,0
422670,0,1,1,0,0,0,0,0,0,0,0,1,0
149673,0,1,0,0,0,0,0,0,0,0,0,1,0
69294,0,0,0,0,0,1,1,1,0,0,0,0,0
595467,1,0,0,1,0,0,0,0,1,0,0,1,0
464301,1,0,0,0,0,0,0,0,1,0,0,0,0
440103,0,0,0,1,0,0,0,0,0,0,0,0,0
261763,0,0,0,0,0,0,0,1,0,0,0,0,0
430716,0,0,0,1,1,1,1,0,0,0,0,0,1
597133,0,0,0,1,0,1,0,0,0,1,0,0,1
288022,0,0,0,0,0,0,1,0,1,0,0,0,0
392391,0,0,1,0,1,0,0,1,1,0,0,0,0
666351,1,0,0,0,0,0,0,1,1,0,0,1,0
85989,1,1,1,1,0,0,0,0,1,0,0,1,0
104239,0,0,0,0,0,1,0,1,0,0,0,0,0
73143,0,0,0,1,0,0,1,0,0,0,0,0,0
243704,0,0,0,1,0,0,1,0,0,0,0,1,0
199650,0,0,0,1,0,0,1,0,1,0,1,0,0
127143,1,1,0,0,0,0,1,1,0,0,0,0,0
84488,0,0,0,0,0,0,0,0,0,0,1,0,0
265350,0,0,1,0,0,0,0,1,1,0,0,1,0
108994,0,0,0,1,0,0,1,0,0,0,0,1,1
586581,0,0,0,1,1,0,0,0,0,0,0,0,0
498780,0,0,0,0,0,0,0,1,1,0,0,0,0
292956,1,0,0,0,0,0,0,1,0,0,0,0,0
564441,0,0,0,1,0,0,1,0,0,0,0,0,1
466522,0,0,0,0,0,0,0,0,0,0,1,0,0
667651,1,0,0,0,0,0,0,0,0,0,0,0,0
317623,0,0,0,1,0,0,0,0,0,0,0,0,0
564477,0,0,0,1,0,0,1,0,0,0,0,1,0
215382,0,0,1,0,1,0,0,1,1,0,0,0,1
466306,1,0,1,0,0,0,0,1,0,0,0,0,0
233324,0,0,0,1,0,0,1,0,0,0,0,1,0
60574,0,1,0,1,0,1,1,1,1,0,0,0,0
332357,0,1,0,0,0,1,0,0,0,0,0,0,0
544071,0,0,0,0,0,0,0,0,0,0,0,0,0
326317,0,0,1,0,1,1,0,0,0,0,0,0,0
282266,0,0,0,1,0,0,0,1,0,0,0,1,0
403572,0,0,0,0,0,0,0,1,0,0,0,0,0
124748,0,0,1,0,1,0,0,0,0,0,0,0,0
643071,1,1,0,0,0,0,0,0,0,0,0,1,0
67312,0,1,1,0,1,0,0,0,1,0,0,0,1
432764,0,0,0,1,0,0,0,0,0,0,0,0,1
634209,0,0,0,1,0,0,1,0,0,1,0,1,0
298505,0,1,0,0,0,1,0,1,0,0,0,1,0
325217,0,0,0,0,0,0,0,1,0,0,0,0,0
517575,0,1,1,0,0,1,0,0,0,0,0,0,0
194489,0,0,0,0,0,0,1,1,0,0,0,0,0
627111,1,1,0,0,0,0,0,0,0,0,0,0,0
666303,0,0,0,1,0,0,0,0,0,1,0,0,0
465472,1,1,0,1,0,0,0,1,0,0,0,1,0
201630,0,0,0,0,0,0,1,0,0,0,1,0,0
91405,1,1,0,0,0,0,0,0,0,0,0,0,0
527376,0,0,0,0,0,0,1,0,0,0,1,0,0
420935,0,1,1,0,0,1,0,0,0,0,0,1,0
279198,0,0,0,0,0,0,0,0,0,0,1,0,0
457924,0,0,0,1,0,0,1,0,0,0,0,1,0
246631,0,0,0,0,0,0,0,0,0,0,1,0,0
102361,0,0,0,0,0,0,0,0,0,0,0,0,0
279336,0,0,0,0,0,0,0,0,0,0,1,0,0
449518,0,0,0,0,0,1,0,0,1,0,0,0,0
174661,0,0,0,0,0,0,0,0,0,0,1,0,0
155990,0,0,0,1,0,1,0,1,0,0,0,0,0
246583,0,0,0,0,0,0,0,0,0,1,1,0,0
188120,0,1,0,1,0,0,0,1,0,1,0,0,0
473874,0,1,0,0,0,1,0,0,0,0,0,1,0
47057,0,0,0,0,1,0,0,1,0,0,0,0,0
267786,0,0,1,1,0,1,1,1,1,0,0,0,0
580420,0,0,0,0,0,0,0,0,0,0,0,0,1
250469,0,1,0,1,0,1,1,1,0,0,0,0,1
623141,1,1,0,0,0,0,0,0,0,0,0,1,0
268334,0,1,1,0,1,1,0,1,1,0,0,0,0
612159,1,0,0,0,0,0,0,1,1,0,0,1,0
30840,0,1,0,0,0,0,0,0,0,0,0,1,0
182022,0,0,1,0,1,0,0,0,1,0,0,0,0
109441,0,0,0,1,0,0,1,0,0,0,0,1,1
675897,0,0,0,0,0,1,1,1,0,1,0,0,0
550438,1,0,1,0,1,1,0,0,0,0,0,0,0
426511,0,0,0,1,0,1,1,1,0,0,0,0,0
466524,0,0,0,0,0,0,0,0,0,0,1,0,0
543560,0,0,0,0,0,0,0,0,0,0,0,0,0
447235,0,0,0,0,0,0,0,0,1,0,0,0,0
290805,0,0,0,0,0,0,0,0,0,0,1,0,0
40052,0,0,0,0,0,0,0,0,0,0,1,0,0
332489,0,1,1,0,1,1,0,0,1,0,0,1,0
355661,0,0,0,1,0,0,1,0,0,0,0,0,0
163138,0,0,0,1,0,0,1,0,0,0,0,1,0
125512,1,1,1,0,0,1,0,0,0,0,0,0,0
226631,0,1,0,0,0,0,1,0,0,0,0,0,0
374211,0,0,0,1,0,0,1,1,1,0,0,1,0
610297,1,1,1,0,0,0,0,0,0,0,0,0,0
621375,0,0,0,0,0,0,0,0,1,1,0,0,0
282193,0,0,0,0,0,0,0,0,0,0,1,0,0
571242,0,0,0,0,0,1,1,1,0,0,0,0,0
604175,1,0,0,0,0,0,0,1,0,0,0,1,0
520518,0,0,0,0,1,1,1,1,1,0,0,0,0
303167,0,1,0,0,1,0,0,1,1,0,0,0,0
637545,1,0,0,0,0,0,0,0,1,0,0,0,0
431620,0,0,0,1,0,0,0,0,0,0,0,0,0
480784,0,0,0,1,0,0,1,0,0,1,0,0,0
101792,0,1,0,0,0,0,0,1,0,0,0,0,0
194141,0,0,0,0,0,0,0,0,0,0,1,0,0
572149,0,0,0,1,0,1,1,0,0,0,0,0,1
576041,0,0,0,1,0,0,1,0,0,0,0,1,1
105050,0,0,0,1,0,1,1,0,0,0,0,0,1
195539,0,0,0,0,0,0,0,0,0,0,1,0,0
526034,0,0,0,0,0,0,0,0,0,0,1,0,0
203559,0,0,1,0,1,0,0,1,0,0,0,1,0
645161,0,0,0,1,0,0,1,0,0,1,0,1,0
542351,0,0,0,0,0,0,0,0,0,0,0,0,0
251393,0,0,0,1,0,1,1,0,0,0,0,0,1
481534,0,0,0,1,0,0,0,0,0,0,0,1,0
77018,0,0,0,1,0,0,0,0,0,0,0,1,0
503654,0,0,0,0,0,0,0,0,0,0,1,0,0
379070,0,0,0,0,0,1,1,1,1,0,0,0,0
138550,0,0,0,1,0,1,0,0,0,0,0,0,0
568713,0,0,0,0,0,0,1,0,0,0,0,0,1
334008,0,1,1,0,0,0,0,0,0,0,0,1,0
64740,0,0,0,0,1,0,1,1,0,0,0,0,0
358669,0,0,0,1,0,0,1,0,0,0,0,0,0
569832,0,0,0,1,0,0,0,0,0,0,0,1,0
253398,0,1,0,1,0,0,1,1,0,0,0,1,0
264096,0,1,0,0,0,1,0,0,0,0,0,1,0
293560,1,0,1,0,0,0,0,1,0,0,0,0,0
566496,0,0,0,1,0,0,0,0,0,0,0,0,1
496355,0,0,0,1,0,0,0,0,1,0,0,1,0
87529,1,1,0,0,0,0,0,0,1,0,0,0,0
58207,0,0,1,0,0,0,0,1,1,0,0,0,0
47074,0,0,1,0,1,0,0,1,0,0,0,1,0
390390,0,0,0,0,0,0,0,0,0,0,1,0,0
6467,0,0,1,1,0,0,0,1,1,0,0,0,0
378163,0,0,0,1,0,0,1,0,0,0,0,1,0
314570,0,0,0,0,0,0,0,0,0,0,1,0,0
108088,0,1,0,1,1,0,1,0,0,0,0,0,1
598585,0,0,0,1,0,1,1,0,0,1,0,0,0
404673,0,0,0,0,0,0,0,1,0,0,0,0,0
565734,0,1,0,1,0,0,1,0,0,0,0,0,0
128820,0,0,0,1,1,0,1,0,0,0,0,0,0
5443,0,0,0,1,0,0,0,1,1,0,0,0,0
400352,0,0,0,1,0,0,0,0,1,0,0,0,0
632737,0,0,0,1,0,1,1,0,0,1,0,0,0
432781,0,0,0,1,0,1,0,0,0,0,0,1,1
454160,0,0,0,0,0,0,0,0,0,0,1,0,0
672311,0,1,0,1,0,1,1,0,0,1,0,0,0
188745,0,0,0,0,0,0,0,1,1,0,0,0,0
437963,0,0,0,1,0,0,0,0,0,0,0,0,1
475948,1,0,0,0,0,0,0,1,0,0,0,0,0
130064,1,0,0,0,0,0,0,1,0,0,0,0,0
350858,0,0,0,1,0,0,1,0,0,1,0,1,0
469597,0,0,0,1,0,1,1,1,0,0,0,1,0
47484,0,0,1,0,0,1,0,1,0,0,0,0,0
301729,0,1,1,0,0,0,0,0,0,0,0,1,0
156220,0,0,0,1,0,1,1,0,0,0,0,0,0
208393,0,0,0,1,0,0,1,0,0,0,0,0,0
666697,1,0,0,0,0,0,0,1,0,0,0,1,0
272131,0,1,0,1,0,0,1,0,0,0,0,1,0
548135,0,0,0,0,0,0,0,0,0,0,0,0,0
312681,0,0,0,0,0,0,0,0,0,0,1,0,0
595453,1,1,1,0,0,0,1,0,0,0,0,0,0
6961,0,0,0,1,0,0,1,0,0,0,1,0,0
242504,0,1,0,0,0,0,1,0,0,0,0,1,1
343819,0,1,0,1,0,0,1,1,0,0,0,0,0
101358,0,0,0,0,1,0,0,0,0,0,0,0,0
158118,0,0,0,1,0,1,1,1,0,0,0,0,1
242852,0,0,0,1,0,0,0,0,0,0,0,0,1
96510,0,0,0,0,0,0,0,0,0,0,1,1,0
609153,1,0,0,0,0,0,0,0,0,0,0,0,0
570431,0,0,0,1,0,0,1,0,0,0,0,1,0
515727,0,1,0,0,0,0,1,0,1,0,0,1,0
196612,0,0,0,1,0,1,1,1,0,0,0,0,0
195721,0,0,0,0,0,0,0,0,0,0,1,0,0
403787,0,0,0,0,0,0,0,1,0,0,0,0,0
276233,0,0,0,1,0,0,0,0,0,0,1,0,0
428118,0,0,0,1,0,0,1,0,0,0,0,0,1
486794,0,0,0,1,0,0,0,0,1,0,0,0,0
96811,1,0,0,0,0,0,1,1,0,0,0,0,1
190783,0,0,0,0,0,1,1,1,1,0,0,0,0
508596,0,0,0,0,1,1,0,0,0,0,0,0,0
226875,0,1,1,0,0,0,1,1,0,0,0,0,0
355910,0,1,1,0,0,1,0,1,1,0,0,0,0
301114,0,1,0,0,1,1,0,1,0,0,0,1,0
659377,0,0,0,0,0,0,1,0,0,1,0,0,0
197077,0,0,0,1,1,0,1,1,0,0,0,0,0
301592,0,1,1,0,0,1,0,0,0,0,0,0,0
295885,0,0,1,0,1,0,0,1,0,0,0,0,0
277262,0,0,0,0,0,0,0,0,0,0,1,0,0
596023,0,0,0,1,0,0,1,0,0,1,0,1,0
245536,0,0,0,0,0,0,0,0,0,0,1,0,0
566539,0,0,0,1,0,0,1,0,0,0,0,1,1
306286,0,0,0,0,0,1,0,1,0,0,0,0,0
110587,0,0,0,0,0,0,0,0,0,0,0,0,1
377767,0,0,0,1,0,0,1,0,1,0,0,0,0
440358,0,1,0,0,0,1,1,0,0,0,0,1,0
393678,0,0,1,0,1,0,0,1,1,0,0,0,0
643057,1,1,0,0,0,0,0,0,0,0,0,1,0
555375,0,0,0,0,0,0,0,0,0,0,0,0,0
72708,0,1,0,1,0,1,1,0,0,0,0,0,0
565172,0,0,0,1,0,0,1,0,0,0,0,0,1
671233,0,0,0,1,0,1,1,0,0,1,0,1,0
65673,0,0,0,1,0,0,0,1,1,0,0,0,0
247184,0,0,0,0,0,0,0,0,0,0,1,0,0
506379,0,1,0,0,1,1,1,0,0,0,0,1,0
86595,1,0,0,0,0,0,0,1,0,0,0,1,0
